Dag,2021/09/15_laag,2021/09/15_hoog,2021/11/03_laag,2021/11/03_hoog,2021/11/15_laag,2021/11/15_hoog,2021/12/21_laag,2021/12/21_hoog,2022/01/20_laag,2022/01/20_hoog,2022/01/26_laag,2022/01/26_hoog,LCPS_7_dgn_gem
3/10/2022,#N/A,#N/A,9.740235767,#N/A,6.417109472,14.03744212,#N/A,106.0819656,248.7310072,675.1269132,381.4432831,#N/A,#N/A
3/11/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.96892299,#N/A,#N/A,#N/A,#N/A,603.8291317,#N/A
3/12/2022,#N/A,#N/A,#N/A,20.12984199,#N/A,#N/A,#N/A,#N/A,#N/A,624.3655268,351.9881937,562.5920145,#N/A
3/13/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.32951345,225.0423664,#N/A,#N/A,#N/A,#N/A
3/14/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.96892299,#N/A,#N/A,566.8359308,#N/A,#N/A,#N/A
3/15/2022,#N/A,#N/A,9.740235767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,322.5331042,524.3004144,#N/A
3/16/2022,#N/A,#N/A,#N/A,#N/A,6.818191207,12.83421894,#N/A,63.64921822,#N/A,522.8426611,#N/A,487.4815728,#N/A
3/17/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.89676605,#N/A,206.4298363,472.0812747,294.5508137,#N/A,#N/A
3/18/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.96892299,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2022,#N/A,#N/A,#N/A,18.18180197,#N/A,#N/A,31.82460911,#N/A,#N/A,#N/A,268.0412413,444.7716971,#N/A
3/20/2022,#N/A,#N/A,9.740235767,#N/A,#N/A,12.03209954,#N/A,#N/A,186.1252074,390.8629449,#N/A,#N/A,#N/A
3/21/2022,#N/A,#N/A,#N/A,#N/A,4.01070719,#N/A,#N/A,49.50490434,#N/A,#N/A,#N/A,#N/A,#N/A
3/22/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.75245217,#N/A,#N/A,#N/A,229.7496007,403.5346204,#N/A
3/23/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,162.4365666,340.1015585,#N/A,#N/A,#N/A
3/24/2022,#N/A,#N/A,#N/A,#N/A,#N/A,12.03209954,#N/A,42.4327474,#N/A,#N/A,#N/A,369.661215,#N/A
3/25/2022,#N/A,#N/A,#N/A,14.93505671,#N/A,#N/A,24.75245217,#N/A,#N/A,277.4957587,191.458041,#N/A,#N/A
3/26/2022,#N/A,#N/A,#N/A,#N/A,4.01070719,#N/A,#N/A,#N/A,148.9002403,#N/A,#N/A,340.2061255,#N/A
3/27/2022,#N/A,#N/A,6.493490512,#N/A,#N/A,#N/A,#N/A,38.89676605,#N/A,243.6548964,#N/A,#N/A,#N/A
3/28/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.68029523,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/29/2022,#N/A,#N/A,#N/A,12.98701669,#N/A,11.6310178,#N/A,#N/A,128.5956114,#N/A,159.0574345,301.9145658,#N/A
3/30/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.4327474,#N/A,#N/A,#N/A,#N/A,#N/A
3/31/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,181.0490967,#N/A,278.3505105,#N/A
4/1/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115.059285,#N/A,126.6568281,#N/A,#N/A
4/2/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,103.2149646,#N/A,#N/A,250.3681391,#N/A
4/4/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,133.6718151,#N/A,#N/A,#N/A
4/5/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,103.0927727,#N/A,#N/A
4/6/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,222.3858486,#N/A
4/7/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84.60243461,#N/A,#N/A,#N/A,#N/A
4/8/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.83085982,76.58320024,#N/A,#N/A
4/9/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,198.8217932,#N/A
4/10/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.14221903,#N/A,#N/A,#N/A,#N/A
4/11/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.37400939,61.85561506,#N/A,#N/A
4/12/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/13/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,173.7849388,#N/A
4/14/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.91379381,#N/A,#N/A,#N/A,#N/A
4/15/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.83759011,51.54634588,#N/A,#N/A
4/16/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,153.1664005,#N/A
4/17/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/18/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.45348529,#N/A,38.29155967,#N/A,#N/A
4/19/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/20/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.30126378,#N/A,#N/A,#N/A
4/21/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129.6023451,#N/A
4/22/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.99326971,#N/A,#N/A,#N/A,#N/A
4/23/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.03677346,#N/A,#N/A
4/24/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/25/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.14894932,#N/A,114.8747599,#N/A
4/26/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.61853835,#N/A,#N/A
4/27/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.53305414,#N/A,#N/A,#N/A,#N/A
4/28/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.53305414,#N/A,104.5654907,#N/A
4/29/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/30/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
